,IB-industry,IB-longName,IB-marketName,IB-ISIN,IB-Symbol
17327,"Consumer, Non-cyclical",REMGRO LTD,REM,ZAE000026480,REM
17328,Basic Materials,REMINGTON RESOURCES INC,RGM.H,CA7596013051,RGM.H
17329,Utilities,REMIXPOINT INC,3825,JP3974900007,3825
17330,Industrial,MONTANA AEROSPACE AG,AERO,CH1110425654,AERO
17331,"Consumer, Cyclical",AERO GROW INTERNATIONAL INC,AERO,US00768M2026,AERO
17332,Industrial,SVENSKA AEROGEL HOLDING AB,AERO,SE0008212161,AERO
17333,Basic Materials,REMSLEEP HOLDINGS INC,CURRENT,US75990A2006,RMSL
17334,"Consumer, Cyclical",REMSONS INDUSTRIES LTD,REMSONSIN,INE474C01015,REMSONSIN
17335,"Consumer, Non-cyclical",REMY COINTREAU,RCO1,FR0000130395,RCO1
17336,Basic Materials,RENAISSANCE GOLD INC,RNSGF,CA75971J1057,RNSGF
17337,Basic Materials,RENAISSANCE OIL CORP,ROE,CA75973C1086,ROE
17338,"Consumer, Non-cyclical",RENALYTIX PLC,ASX1,GB00BYWL4Y04,RENX
17339,Financial,RENASANT CORP,NMS,US75970E1073,RNST
17340,Basic Materials,RENASCOR RESOURCES LTD,RNU,AU000000RNU8,RNU
17341,"Consumer, Cyclical",RENAULT SA,RNO,FR0000131906,RNO
17342,Industrial,RENOLD PLC,AMSM,GB0007325078,RNO
17343,"Consumer, Non-cyclical",RHINOMED LTD,RNO,AU000000RNO1,RNO
17344,Basic Materials,RENEGADE EXPLORATION LTD,RNX,AU0000009839,RNX
17345,Technology,RENESAS ELECTRONICS CORP,6723,JP3164720009,6723
17346,Financial,WASHINGTON H. SOUL PATTINSON,SOL,AU000000SOL3,SOL
17347,Basic Materials,SOL SPA,SOL,IT0001206769,SOL
17348,,SOLVALOR 61,SOL,CH0002785456,SOL
17349,Energy,RENESOLA LTD-ADR,SOL,US75971T3014,SOL
17350,Financial,SOL GLOBAL INVESTMENTS CORP,SOL,CA78471G1000,SOL
17351,Basic Materials,SASOL LTD,SOL,ZAE000006896,SOL
17352,"Consumer, Cyclical",SOLAR CO SA,SOL,PLSLRCP00021,SOL
17353,Utilities,REDES ENERGETICAS NACIONAIS,RENE,PTREL0AM0008,RENE
17354,"Consumer, Non-cyclical",RENEURON GROUP PLC,ASQ1,GB00BF5G6K95,RENE
17355,Diversified,CARTESIAN GROWTH CORP II- A,NMS,KYG193051128,RENE
17356,Energy,RENEWABLE ENERGY ASIA GROUP,5DW,BMG7499U1099,5DW
17357,Energy,RENEWABLE ENERGY GROUP INC,REGI,US75972A3014,REGI
17358,Financial,RENEWABLE JAPAN ENERGY INFRA,9283,JP3048410009,9283
17359,,RENEWABLES INFRASTRUCTURE GR,STMM,GG00BBHX2H91,TRIG
17360,Energy,RENEWAL FUELS INC,CURRENT,US75971P1012,RNWF
17361,Industrial,RENEWI PLC,SSMM,GB00BNR4T868,RWI
17362,"Consumer, Cyclical",AUTONATION INC,XETRA,US05329W1027,RWI
17363,Industrial,RENGO CO LTD,3941,JP3981400009,3941
17364,"Consumer, Non-cyclical",RENHE PHARMACY CO LTD-A,000650,CNE000000NF8,000650
17365,Industrial,RENISHAW PLC,STMM,GB0007323586,RSW
17366,,RENN FUND INC,RCG,US7597201059,RCG
17367,Financial,RF CAPITAL GROUP INC,RCG,CA74971G4016,RCG
17368,"Consumer, Non-cyclical",RENNOVA HEALTH INC,CURRENT,US7597578670,RNVA
17369,Energy,RENOVA INC,9519,JP3981200003,9519
17370,"Consumer, Non-cyclical",RENOVACARE INC,OTCBB,US75988J1060,RCAR
17371,Technology,RENOWORKS SOFTWARE INC,RW,CA7598871027,RW
17372,"Consumer, Non-cyclical",RENTOKIL INITIAL PLC,SET1,GB00B082RF11,RTO
17373,Energy,RENU ENERGY LTD,RNE,AU000000RNE2,RNE
17374,Industrial,RENUEN CORP,RENU,US7601822049,RENU
17375,Financial,REPCO HOME FINANCE LTD,REPCOHOME,INE612J01015,REPCOHOME
17376,"Consumer, Non-cyclical",REPLIGEN CORP,NMS,US7599161095,RGEN
17377,"Consumer, Non-cyclical",REPLIMUNE GROUP INC,NMS,US76029N1063,REPL
17378,Industrial,RUDRABHISHEK ENTERPRISES LTD,REPL,INE364Z01019,REPL
17379,"Consumer, Non-cyclical",REPRO INDIA LIMITED,REPRO,INE461B01014,REPRO
17380,"Consumer, Non-cyclical",REPROCELL INC,4978,JP3974770004,4978
17381,"Consumer, Cyclical",REPUBLIC AIRWAYS HOLDINGS IN,XETRA,US7602761055,RJC
17382,Financial,REPUBLIC FIRST BANCORP INC,NMS,US7604161072,FRBK
17383,"Consumer, Non-cyclical",REPUBLIC HEALTHCARE LTD,8357,KYG7516A1022,8357
17384,Industrial,REPUBLIC SERVICES INC,RSG,US7607591002,RSG
17385,Basic Materials,RESOLUTE MINING LIMITED,RSG,AU000000RSG6,RSG
17386,,REPUBLICAN POLICIES FUND,GOP,US00509T1025,GOP
17387,Technology,GAMES OPERATORS SA,GOP,PLGMSOP00019,GOP
17388,Communications,RESAAS SERVICES INC,RSS,CA76083V1013,RSS
17389,Industrial,RESEARCH FRONTIERS INC,SCM,US7609111072,REFR
17390,"Consumer, Non-cyclical",RESEARCH SOLUTIONS INC,SCM,US7610251057,RSSS
17391,Financial,RESERVOIR CAPITAL CORP,REO,CA7611253013,REO
17392,Basic Materials,RESGREEN GROUP INTERNATIONAL,CURRENT,US7611271096,RGGI
17393,"Consumer, Cyclical",RESIDEO TECHNOLOGIES INC,REZI,US76118Y1047,REZI
17394,Financial,RESIMAC GROUP LTD,RMC,AU0000033094,RMC
17395,"Consumer, Non-cyclical",RESMED INC,RMD,US7611521078,RMD
17396,"Consumer, Non-cyclical",RESMED INC-CDI,RMD,AU000000RMD6,RMD
17397,Basic Materials,RICHMOND MINERALS INC,RMD,CA7651872086,RMD
17398,"Consumer, Non-cyclical",RELX PLC,REN,GB00B2B0DG97,REN
17399,Energy,RESOLUTE ENERGY CORP,REN,US76116A3068,REN
17400,Financial,EVEREST RE GROUP LTD,REN,BMG3223R1088,REN
17401,Energy,RENERGEN LTD,REN,ZAE000202610,REN
17402,Basic Materials,RESOLUTE FOREST PRODUCTS,RFP,US76117W1099,RFP
17403,,RUSSELL INVEST AUST SEMI-GOV,RSM,AU000000RSM4,RSM
17404,Basic Materials,ROYAL STANDARD MINERALS INC,RSM,CA7809191066,RSM
17405,Basic Materials,RESOLUTE MINING LIMITED,XETRA,AU000000RSG6,RSM
17406,Communications,RESONANT INC,RESN,US76118L1026,RESN
17407,"Consumer, Cyclical",RESORTTRUST INC,4681,JP3974450003,4681
17408,Basic Materials,ROBEX RESOURCES INC,RBX,CA76125Y1051,RBX
17409,Basic Materials,RESOURCE BASE LTD,RBX,AU0000152803,RBX
17410,Basic Materials,RESOURCE DEVELOPMENT GROUP L,RDG,AU000000RDG8,RDG
17411,Basic Materials,RIDGELINE MINERALS CORP,RDG,CA7660871004,RDG
17412,Industrial,RESOURCE GROUP INTERNATIONAL,RSGR,US7612112000,RSGR
17413,Industrial,RHEINMETALL AG,XETRA,DE0007030009,RHM
17414,,ROUND HILL MUSIC ROYALTY FUND LTD/FUND,SSQ3,GG00BMXNVC81,RHM
17415,Communications,RESOURCE HOLDING MANAGEMENT,RHM,KYG7531H1083,RHM
17416,Basic Materials,RESOURCE MINING CORP LTD,RMI,AU000000RMI5,RMI
17417,Basic Materials,RIDGESTONE MINING INC,RMI,CA76611L1040,RMI
17418,,RIVERNORTH OPPORT MUNI INC,RMI,US76883F1084,RMI
17419,Financial,RAND MERCHANT INVESTMENT HOL,RMI,ZAE000210688,RMI
17420,Industrial,RESOURCE RECOVERY INTL CORP,RRIC,US76122T1097,RRIC
17421,"Consumer, Non-cyclical",RESOURCES CONNECTION INC,NMS,US76122Q1058,RGP
17422,"Consumer, Cyclical",ROSS GROUP PLC,SSQ3,GB0002192606,RGP
17423,"Consumer, Non-cyclical",RESPIRERX PHARMACEUTICALS IN,CURRENT,US7612273059,RSPI
17424,Industrial,RESPONSIVE INDUSTRIES LTD,RESPONIND,INE688D01026,RESPONIND
17425,Financial,RESTANCE INC,NOINFO,US76131Q1040,ANCE
17426,Industrial,RESTAR HOLDINGS CORP,3156,JP3944360001,3156
17427,"Consumer, Cyclical",RESTAURANT BRANDS INTERN,QSR,CA76131D1033,QSR
17428,Financial,TINONE RESOURCES INC,TORC,CA8875891092,TORC
17429,Financial,RESURS HOLDING AB,RESURS,SE0007665823,RESURS
17430,"Consumer, Non-cyclical",RESVERLOGIX CORP.,CURRENT,CA76128M1086,RVXCF
17431,"Consumer, Cyclical",RETAIL FOOD GROUP LIMITED,RFG,AU000000RFG3,RFG
17432,,INVESCO S&P MIDCAP 400 PURE,RFG,US46137V2170,RFG
17433,"Consumer, Cyclical",RACING FORCE SPA,RFG,IT0005466963,RFG
17434,"Consumer, Cyclical",RETAIL HOLDINGS NV,RHDGF,ANN741081064,RHDGF
17435,Financial,RETAIL PROPERTIES OF AME - A,RPAI,US76131V2025,RPAI
17436,Technology,RETECH TECHNOLOGY CO LTD,RTE,AU000000RTE9,RTE
17437,Communications,RTX A/S,XETRA,DK0010267129,RTE
17438,"Consumer, Non-cyclical",RETRACTABLE TECHNOLOGIES INC,RVP,US76129W1053,RVP
17439,"Consumer, Cyclical",REUNERT LTD,RLO,ZAE000057428,RLO
17440,Basic Materials,REUNION GOLD CORP,RGD,CA76131P1062,RGD
17441,"Consumer, Cyclical",REV GROUP INC,REVG,US7495271071,REVG
17442,"Consumer, Non-cyclical",REVA MEDICAL INC - CDI,RVA,AU000000RVA3,RVA
17443,"Consumer, Non-cyclical",REVANCE THERAPEUTICS INC,NMS,US7613301099,RVNC
17444,Technology,REVASUM INC-CDI,RVS,AU0000030959,RVS
17445,Industrial,REVATHI EQUIPMENT LTD,REVATHI,INE617A01013,REVATHI
17446,"Consumer, Non-cyclical",REVOLUTION BEAUTY GROUP LTD,AMSM,GB00BP7L1T61,REVB
17447,"Consumer, Non-cyclical",REVELATION BIOSCIENCES INC,SCM,US76135L1017,REVB
17448,Technology,REVEZ CORP LTD,RCU,SGXE83751573,RCU
17449,Financial,REVIVAL GOLD INC,RVG,CA76151P1018,RVG
17450,"Consumer, Cyclical",REVOLUTION BARS GROUP PLC,ASQ1,GB00BVDPPV41,RBG
17451,Financial,REVOLUTION CO LTD,8894,JP3772300004,8894
17452,"Consumer, Non-cyclical",REVOLUTIONS MEDICAL CORP,RMCP,US76154Q1067,RMCP
17453,"Consumer, Non-cyclical",REWALK ROBOTICS LTD,SCM,IL0011331076,RWLK
17454,Technology,REWARDLE HOLDINGS LTD,RXH,AU000000RXH4,RXH
17455,Energy,REX INTERNATIONAL HOLDING,5WH,SG2G04994999,5WH
17456,Basic Materials,REX MINERALS LTD,RXM,AU000000RXM4,RXM
17457,Basic Materials,ROCKEX MINING CORP,RXM,CA7731401088,RXM
17458,Financial,REXFORD INDUSTRIAL REALTY IN,REXR,US76169C1009,REXR
17459,Energy,REY RESOURCES LIMITED,REY,AU000000REY9,REY
17460,Communications,REPLY SPA,REY,IT0005282865,REY
17461,Industrial,RA INTERNATIONAL GROUP PLC,ASQ1,GB00BDZV6W26,RAI
17462,"Consumer, Non-cyclical",REYNOLDS AMERICAN INC,RAI,US7617131062,RAI
17463,"Consumer, Non-cyclical",REZOLUTE INC,SCM,US76200L3096,RZLT
17464,Communications,RF INDUSTRIES LTD,NMS,US7495521053,RFIL
17465,Utilities,RGC RESOURCES INC,NMS,US74955L1035,RGCO
17466,Energy,RH PETROGAS LTD,T13,SG1H00001443,T13
17467,Industrial,RHEON AUTOMATIC MACHINERY,6272,JP3979400003,6272
17468,Financial,RHINEBECK BANCORP INC,SCM,US7620931029,RBKB
17469,Financial,RYMAN HOSPITALITY PROPERTIES,RHP,US78377T1079,RHP
17470,"Consumer, Non-cyclical",RHOEN-KLINIKUM AG,XETRA,DE0007042301,RHK
17471,Financial,RHT HEALTH TRUST,RF1U,SG2F26986156,RF1U
17472,Basic Materials,RHYOLITE RESOURCES LIMITED,RYE,CA76243H1091,RYE
17473,,INVESCO S&P 500 EQUAL WEIGHT,RYE,US46137V3657,RYE
17474,"Consumer, Non-cyclical",RHYTHM PHARMACEUTICALS INC,NMS,US76243J1051,RYTM
17475,"Consumer, Cyclical",RHYTHM CO LTD,7769,JP3974200002,7769
17476,Communications,RIBBON COMMUNICATIONS INC,NMS,US7625441040,RBBN
17477,"Consumer, Non-cyclical",RIBOMIC INC,4591,JP3974850004,4591
17478,Industrial,RICARDO PLC,SSMM,GB0007370074,RCDO
17479,"Consumer, Non-cyclical",RICEBRAN TECHNOLOGIES,SCM,US7628312040,RIBT
17480,Financial,RICH CAPITAL HOLDINGS LTD,5G4,SG2G63000001,5G4
17481,"Consumer, Cyclical",RICH GOLDMAN HOLDINGS LTD,70,HK0000295763,70
17482,Energy,RICHARDS OIL & GAS LTD,RIX,CA7631011029,RIX
17483,Technology,RICHARDSON ELEC LTD,NMS,US7631651079,RELL
17484,Communications,REACH PLC,SSMM,GB0009039941,RCH
17485,"Consumer, Cyclical",RICHELIEU HARDWARE LTD,RCH,CA76329W1032,RCH
17486,Financial,RICHMOND MUTUAL BANCORPORATI,SCM,US76525P1003,RMBI
17487,"Consumer, Non-cyclical",RIDLEY CORPORATION LIMITED,RIC,AU000000RIC6,RIC
17488,Basic Materials,RICHMONT MINES INC,RIC,CA76547T1066,RIC
17489,"Consumer, Non-cyclical",RICHTER GEDEON NYRT,RICHTER,HU0000123096,RICHTER
17490,"Consumer, Non-cyclical",RICI HEALTHCARE HOLDINGS LTD,1526,KYG755601054,1526
17491,Technology,RICKSOFT CO LTD,4429,JP3974510004,4429
17492,"Consumer, Cyclical",RICO AUTO INDUSTRIES LTD,RICOAUTO,INE209B01025,RICOAUTO
17493,Technology,RICOH CO LTD,7752,JP3973400009,7752
17494,"Consumer, Cyclical",RIDE ON EXPRESS HOLDINGS CO,6082,JP3966000006,6082
17495,"Consumer, Non-cyclical",RIDGEFIELD ACQUISITION CORP,CURRENT,US7658161036,RDGA
17496,Basic Materials,RIEDEL RESOURCES LTD,RIE,AU000000RIE2,RIE
17497,,RBC QUANT EAFE EQUITY LEADER,RIE,CA74933F1036,RIE
17498,Industrial,RIETER HOLDING AG-REG,XETRA,CH0003671440,RIHN
17499,"Consumer, Non-cyclical",RIGEL PHARMACEUTICALS INC,NMS,US7665596034,RIGL
17500,Communications,RIGHT ON BRANDS INC,CURRENT,US76658P1093,RTON
17501,"Consumer, Non-cyclical",RENTOKIL INITIAL PLC,RTON,GB00B082RF11,RTON
17502,"Consumer, Cyclical",RIGHT ON CO LTD,7445,JP3965600004,7445
17503,Communications,RIGHTMOVE PLC,SET1,GB00BGDT3G23,RMV
17504,"Consumer, Non-cyclical",RIGHTSCORP INC,CURRENT,US76658A1025,RIHT
17505,"Consumer, Non-cyclical",RIGHTSMILE INC,NOINFO,US76657X1110,RIGH
17506,Industrial,RIGHTWAY HOLDINGS CO LTD-A,600321,CNE0000017R0,600321
17507,Communications,RIGNET INC,RNET,US7665821002,RNET
17508,Technology,RIKEI CORP,8226,JP3970400002,8226
17509,Financial,KOALA FINANCIAL GROUP LTD,8226,KYG5306J1195,8226
17510,Industrial,RIKEN KEIKI CO LTD,7734,JP3971000009,7734
17511,Industrial,RIKEN TECHNOS CORP,4220,JP3973000007,4220
17512,"Consumer, Non-cyclical",RIKEN VITAMIN CO LTD,4526,JP3972600005,4526
17513,,SPDR SSGA MULTI-ASSET REAL R,RLY,US78467V1035,RLY
17514,Technology,RIMINI STREET INC,NMS,US76674Q1076,RMNI
17515,Basic Materials,RIMROCK GOLD CORP,CURRENT,US76676T1097,RMRK
17516,"Consumer, Cyclical",RINGER HUT CO LTD,8200,JP3977000003,8200
17517,"Consumer, Non-cyclical",SAU SAN TONG HOLDINGS LTD,8200,KYG781652253,8200
17518,Industrial,RINNAI CORP,5947,JP3977400005,5947
17519,Industrial,RINO INTERNATIONAL CORP,CURRENT,US7668831024,RINO
17520,Energy,RIO BRAVO OIL INC,RIOB,US76702R2004,RIOB
17521,Financial,RISANAMENTO SPA,RN,IT0001402269,RN
17522,Basic Materials,RIO NOVO GOLD INC,RN,VGG757001075,RN
17523,Basic Materials,RIO SILVER INC,RYO,CA76721A2048,RYO
17524,Industrial,RION CO LTD,6823,JP3969700008,6823
17525,Communications,HKT TRUST AND HKT LTD-SS,6823,HK0000093390,6823
17526,"Consumer, Non-cyclical",RIOT BLOCKCHAIN INC,SCM,US7672921050,RIOT
17527,,SIMPLEX-X NY DOW JONES I ETF,1679,JP3047110006,1679
17528,Industrial,RISECOMM GROUP HOLDINGS LTD,1679,KYG7573R1056,1679
17529,"Consumer, Non-cyclical",RISING BIOSCIENCES INC,RBII,US76761W1080,RBII
17530,Basic Materials,RISING NONFERROUS METAL SH-A,600259,CNE0000012R1,600259
17531,Financial,RISING SUN BANCORP INC,NOINFO,US7676441071,RSAM
17532,Communications,RISKMONSTER.COM,3768,JP3974180006,3768
17533,Industrial,KUNMING DIANCHI WATER TREA-H,3768,CNE100002BH4,3768
17534,Technology,RISO KAGAKU CORP,6413,JP3974400008,6413
17535,"Consumer, Non-cyclical",RISO KYOIKU CO LTD,4714,JP3974300000,4714
17536,,RIT CAPITAL PARTNERS PLC,STMM,GB0007366395,RCP
17537,Communications,RIT TECHNOLOGIES LTD,RITT,IL0010826761,RITT
17538,"Consumer, Non-cyclical",RITCHIE BROS. AUCTIONEERS,RBA,CA7677441056,RBA
17539,"Consumer, Cyclical",RESTAURANT BRANDS ASIA LTD,RBA,INE07T201019,RBA
17540,"Consumer, Non-cyclical",RITES LTD,RITES,INE320J01015,RITES
17541,Financial,RIVER CITY BANK/CA,CURRENT,US76803X1063,RCBC
17542,Financial,RIVER VALLEY COMMUNITY BANCO,CURRENT,US76848L1098,RVCB
17543,Financial,RIVERA HOLDINGS LTD,281,HK0281001443,281
17544,"Consumer, Non-cyclical",RIVERCITY MOTORWAY GROUP,RCY,AU000000RCY3,RCY
17545,,RIVERFRONT DYNAMIC CORE INC,RFCI,US00162Q5365,RFCI
17546,Basic Materials,RIVERSIDE RESOURCES INC,RRI,CA76927D1015,RRI
17547,,RIVERSTONE ENERGY LTD,SSMM,GG00BBHXCL35,RSE
17548,Financial,ROUSE PROPERTIES INC,RSE,US7792871011,RSE
17549,Industrial,RIVERSTONE HOLDINGS LTD,AP4,SG1U22933048,AP4
17550,Financial,RIVERVIEW BANCORP INC,NMS,US7693971001,RVSB
17551,Financial,RIVERVIEW FINANCIAL CORP,RIVE,US76940Q1058,RIVE
17552,Energy,RIVIERA RESOURCES INC,RVRA,US76964R1041,RVRA
17553,Basic Materials,RIZAL RESOURCES CORP,RZL.H,CA76970Y1016,RZL.H
17554,"Consumer, Non-cyclical",RIZHAO PORT JURONG CO LTD-H,6117,CNE100003KK7,6117
17555,Communications,RJD GREEN INC,CURRENT,US7496031060,RJDG
17556,Industrial,RKEC PROJECTS LTD,RKEC,INE786W01010,RKEC
17557,Financial,RLI CORP,RLI,US7496071074,RLI
17558,Energy,RELIANCE INDS-SPONS GDR 144A,XETRA,US7594701077,RLI
17559,Financial,RLJ LODGING TRUST,RLJ,US74965L1017,RLJ
17560,Financial,RMB HOLDINGS LTD,RMH,ZAE000024501,RMH
17561,"Consumer, Non-cyclical",RMH HOLDINGS LTD,8437,KYG7610R1002,8437
17562,Financial,RMR GROUP INC/THE - A,SCM,US74967R1068,RMR
17563,Financial,ROAD KING INFRASTRUCTURE LTD,1098,BMG760581097,1098
17564,Diversified,LOGISTICS INNOVATION TECH-A,NMS,US54141L1008,LITT
17565,Financial,ROADMAN INVESTMENTS CORP,LITT,CA76973G2062,LITT
17566,Industrial,ROADRUNNER TRANSPORTATION SY,LIMITED,US76973Q2049,RRTS
17567,Communications,ROANOKE TECHNOLOGY CORP,RNKE,US7700352021,RNKE
17568,"Consumer, Non-cyclical",ROBERT HALF INTL INC,RHI,US7703231032,RHI
17569,Basic Materials,RED HILL IRON LIMITED,RHI,AU000000RHI5,RHI
17570,Industrial,RHI AG,RHI,AT0000676903,RHI
17571,Technology,RED HAT INC,XETRA,US7565771026,RHI
17572,"Consumer, Non-cyclical",ROBERT WALTERS PLC,SSMM,GB0008475088,RWA
17573,Technology,RADWARE LTD,XETRA,IL0010834765,RWA
17574,Technology,ROBERTSON GLOBAL HEALTH SOLU,RHSC,US7706091052,RHSC
17575,Basic Materials,ROBEX RESOURCES INC,CURRENT,CA76125Y1051,RSRBF
17576,Technology,ROBOT SA,FIXING,ES0105225009,RBT1
17577,,RBC 1-5 YEAR LADDERED CORPOR,RBO,CA74932K1030,RBO
17578,"Consumer, Cyclical",ROCHE BOBOIS SAS,RBO,FR0013344173,RBO
17579,"Consumer, Non-cyclical",ROCHE HOLDING AG-BR,RO,CH0012032113,RO
17580,Technology,ROLLING OPTICS HOLDING AB,RO,SE0010520155,RO
17581,"Consumer, Cyclical",ROCHESTER NY CMNTY BASEBALL,NOINFO,US7716981078,RCCB
17582,Basic Materials,ROCHESTER RESOURCES LTD,CURRENT,CA77174P3007,RCTFF
17583,Energy,ROCK ENERGY RESOURCES INC,RCKE,US77208P1021,RCKE
17584,"Consumer, Non-cyclical",ROCK FIELD CO LTD,2910,JP3984200000,2910
17585,Energy,ROCK RIDGE RESOURCES INC,NOINFO,US77267T1025,RRRI
17586,Basic Materials,ROCK TECH LITHIUM INC,RCK,CA77273P2017,RCK
17587,Basic Materials,ROCKBRIDGE RESOURCES INC,RBE,CA77287A4063,RBE
17588,"Consumer, Non-cyclical",ROCKET PHARMACEUTICALS INC,NMS,US77313F1066,RCKT
17589,Basic Materials,ROCKHAVEN RESOURCES LTD,RK,CA77340P1018,RK
17590,Energy,ROCKHOPPER EXPLORATION PLC,AMSM,GB00B0FVQX23,RKH
17591,Diversified,ROCKPOOL ACQUISITIONS PLC,SSQ3,GB00BF2MWC40,ROC
17592,Communications,ROCKETBOOTS LTD,ROC,AU0000182545,ROC
17593,Diversified,ROC ENERGY ACQUISITION CORP,NMS,US77118V1089,ROC
17594,,SPDR DOW JONES REIT ETF,RWR,US78464A6073,RWR
17595,Industrial,ROCKWELL AUTOMATION INC,ROK,US7739031091,ROK
17596,Energy,ROK RESOURCES INC,ROK,CA77544C1041,ROK
17597,Financial,INMOBILIARIA COLONIAL SOCIMI,COL,ES0139140174,COL
17598,"Consumer, Non-cyclical",COLES GROUP LTD,COL,AU0000030678,COL
17599,Industrial,ROCKWELL COLLINS INC,COL,US7743411016,COL
17600,"Consumer, Non-cyclical",ROCKWELL MEDICAL INC,SCM,US7743743004,RMTI
17601,Financial,ROCKWOOD NATL CORP,RNTL,US7744291045,RNTL
17602,Industrial,ROCKWOOL A/S-B SHS,XETRA,DK0010219153,R90
17603,"Consumer, Non-cyclical",RODOBO INTERNATIONAL INC,RDBO,US77106L1044,RDBO
17604,"Consumer, Cyclical",RODRIGUEZ GROUP,RGX,FR0000062994,RGX
17605,Communications,ROGERS COMMUNICATIONS INC-B,RCI,CA7751092007,RCI
17606,"Consumer, Non-cyclical",ROGERS SUGAR INC,RSI,CA77519R1029,RSI
17607,"Consumer, Cyclical",RUSH STREET INTERACTIVE INC,RSI,US7820111000,RSI
17608,Communications,ROGUE STATION COMPANIES INC,CURRENT,US7753671053,RGST
17609,Technology,ROHM CO LTD,6963,JP3982800009,6963
17610,"Consumer, Non-cyclical",ROHTO PHARMACEUTICAL CO LTD,4527,JP3982400008,4527
17611,Financial,ROI LAND INVESTMENTS LTD,ROII,US7754251012,ROII
17612,"Consumer, Non-cyclical",ROKISKIO SURIS,RSU1L,LT0000100372,RSU1L
17613,Basic Materials,ROKMASTER RESOURCES CORP,RKR,CA77543A2083,RKR
17614,Communications,ROKU INC,NMS,US77543R1023,ROKU
17615,Technology,ROLAND DG CORP,6789,JP3983450002,6789
17616,Industrial,ROLLATAINERS LTD,ROLLT,INE927A01040,ROLLT
17617,"Consumer, Non-cyclical",ROLLINS INC,ROL,US7757111049,ROL
17618,Industrial,VON ROLL HOLDING AG-BR,ROL,CH0003245351,ROL
17619,Technology,ROLTA INDIA LIMITED,ROLTA,INE293A01013,ROLTA
17620,"Consumer, Non-cyclical",ROMANA FOOD BRANDS CORP,NOINFO,US77586U1034,RFBC
17621,Utilities,ROMANDE ENERGIE HOLDING-REG,HREN,CH0025607331,HREN
17622,Basic Materials,ROMIOS GOLD RESOURCES INC.,RG,CA7759041055,RG
17623,"Consumer, Non-cyclical",RONCO CORP,RNCP,US7762921044,RNCP
17624,Financial,RONGAN PROPERTY CO LTD -A,000517,CNE0000000R6,000517
17625,Financial,RONSHINE CHINA HOLDINGS LTD,3301,KYG763681023,3301
17626,Communications,ROOMLINX INC,MTWO,US7763825095,MTWO
17627,"Consumer, Non-cyclical",ROOSHINE INC,CURRENT,US7766162033,RSAU
17628,Energy,ROOSTER ENERGY LTD,COQ.H,CA7766181001,COQ.H
17629,Industrial,ROOTS SUSTAINABLE AGRICU-CDI,ROO,AU000000ROO9,ROO
17630,Communications,DELIVEROO PLC,SSMU,GB00BNC5T391,ROO
17631,Basic Materials,ROOGOLD INC,ROO,CA77637H1010,ROO
17632,Technology,ROPER TECHNOLOGIES INC,ROP,US7766961061,ROP
17633,"Consumer, Non-cyclical",RORINE INTERNATIONAL HOLDING,RIHC,US7767671057,RIHC
17634,"Consumer, Cyclical",ROSENBAUER INTERNATIONAL AG,XETRA,AT0000922554,ROS
17635,Basic Materials,ROSCAN GOLD CORP,ROS,CA77683B1076,ROS
17636,Energy,ROSEHEARTY ENERGY INC,RHX,CA7773781009,RHX
17637,"Consumer, Cyclical",ZUR ROSE GROUP AG,ROSE,CH0042615283,ROSE
17638,Diversified,ROSE HILL ACQUISITION CORP-A,NMS,KYG7637J1076,ROSE
17639,"Consumer, Non-cyclical",ROSETTA GENOMICS LTD,ROSGQ,IL0011026494,ROSGQ
17640,"Consumer, Non-cyclical",RESTORE PLC,ASQ1,GB00B5NR1S72,RST
17641,Financial,RESTART SIIQ SPA,RST,IT0005349052,RST
17642,Technology,ROSETTA STONE INC,RST,US7777801074,RST
17643,Basic Materials,ROSIER,ENGB,BE0003575835,ENGB
17644,,UBS ETC ON CMCI ENERGY GBP,ETCS,CH0348206415,ENGB
17645,Energy,ROSNEFT OIL CO PJSC-REGS GDR,IOBE,US67812M2070,ROSN
17646,Industrial,ROSINBOMB,CURRENT,US77816E1010,ROSN
17647,Energy,ROSNEFT OIL CO PJSC,ROSN,RU000A0J2Q06,ROSN
17648,"Consumer, Cyclical",ROSS STORES INC,NMS,US7782961038,ROST
17649,Industrial,ROSSELL INDIA LIMITED,ROSSELLIN,INE847C01020,ROSSELLIN
17650,Technology,ROSSLYN DATA TECHNOLOGIES PL,ASQ1,GB00BKX5CP01,RDT
17651,Basic Materials,RED DIRT METALS LTD,RDT,AU0000176208,RDT
17652,"Consumer, Non-cyclical",RADIANT ENERGY CORPORATION,RDT,CA7499312006,RDT
17653,Communications,RTL GROUP,RTL,LU0061462528,RTL
17654,Financial,NECESSITY RETAIL REIT INC/TH,NMS,US02607T1097,RTL
17655,Communications,ROSTELECOM-SPONSORED ADR,XETRA,US7785291078,RTL
17656,Industrial,RECO INTERNATIONAL GROUP INC,RGI,CA75622R1001,RGI
17657,Industrial,ROTO-GRO INTERNATIONAL LTD,RGI,AU000000RGI7,RGI
17658,,INVESCO S&P 500 EQUAL WEIGHT,RGI,US46137V3244,RGI
17659,"Consumer, Cyclical",REGIS CORP,XETRA,US7589321071,RGI
17660,Industrial,ROTORK PLC,STMM,GB00BVFNZH21,ROR
17661,Financial,SUNMIRROR AG,XETRA,CH0396131929,ROR
